442,"@hasmi_bakhtiar makin pe-a aja banser.  kalau gk siap berbeda pendapat, mending lu nyelem ke dasar kolam dan gak nyembul lg.  bikin malu indonesia ajah. lebih parah dari fpi bukan?",saifuddeen89
443,"@ustadtengkuzul karakter orang spt ini klo di komentari justru semakin mjd liar &amp; lbh sengaja . 
cuma klo di biarkan wabahnya merusak islam dan citra ustadz yg bnr .
justru yg menghancurkan islam ya orang spt ni , bukan musuh agama lain . https://t.co/rkpht3n0y0",Garuda_update
444,"@pemikir5 pasti..khusus kampung saya anti banser/ansor...klo ada udah tak libas
ready to war",BillyardiDallas
445,"jadilah bagian dari orang-orang terpilih ustadz hanan attaki, lc https://t.co/nxy43nx4mk",Dede_Sip
446,"@ordinary_agy @nandalegally @cnnindonesia sanya tanya dulu mbak, setuju gak kalo ustadz basalamah wahabi??",dropposh86
447,@ustadtengkuzul yg gk waras itu org yg  ngetwit asal2an pdhal kt'y ustadz ehh...ujung2'y twit'y fitnah....gitu ya mbah!😂,mbenk1977
448,"@ustadtengkuzul @ekki_w emang kalau pembantu derajat beda di hadapan allah gitu ? 
loe ustadz atau hrd zul ?
menuso koyo ngene kok ijeh urip wae",Babe_ngetop123
449,"waktu anjing masuk masjid ada kelompok pemakan tai hanya diam sambil lidahnya menjulur kayak anjing, eh pas ustadz hanan mau ceramah mereka juga ribut kayak anjing yg menggonggong diluar pagar. jadi temanya mereka anjing
#85jutarakyattolakjokowi",OrangSumbaNTT
450,"@hilmi28 ustadz hanan itu yg pernah ceramah menyatakan ""nabi muhammad pernah sesat"" itu ya?",wadiachmad
451,"waktu jaman nabi dulu kaum yang hijrah ditolong kaum ansor, eh di tegal ada para pemuda hijrah mengadakan acara sharing dengan ust. hanan attaki ormas ansor berkeberatan,,,
wolak walik e jaman
semoga pemuda hijrah dan pemuda ansor bisa bersatu :) https://t.co/xs0j8phipd",dwihj
452,@adoorejimin tolong bapak ustadz jangan membuat saya berpikiran bapak sedang panjat,VEJEONS
453,"@dw_saptarini beda mbak,ustadz ceramah masa tandingannya dangdutan 😁",otakubeku
454,@see_y08 kasih banser joged dulu 😄,jelajahlinimasa
455,"klo denger kata ustad hanan attaki :
""ustad muda yg memberi inspirasi buat anak muda""

kalo denger kata gp ansor :
""ohhhh yg suka nolak pengajian yg mereka gak suka""

.............................................................................................................",obit_gogo
456,"@helmifelis ini twit untuk @gpansor_satu? @official_ansor bukan?
jadi banser itu pki berbaju islam? yang jelas kalo ngetwit, jadi enak klarifikasinya ntar.",dlljma
457,@pemikir5 banser bikin ulah lagi ..yaa allah ..yaa salaam ..,seniwatik
458,@ustadtengkuzul @fujipermata68 siap ustadz,BenxErdiz
459,"@ustadtengkuzul yang sewot elu lah zul
junjungannya kalah😋😂
oh ya jangan2 yang pki elu zul
habis teriak2 pki terus siih
basi tau zul

yang panggil si zul ""tadz/ustadz"" gobloknya sudah stadium 4.",qonaahlovers
460,@fhanifaufaa tak kiro bapakmu. bapakmu kan yo ustadz,haradaAR
461,"ustadz fadlan fahamsyah

judul full kajian: dosa besar istri durhaka dan memutus tali silaturahim | link video: https://t.co/1xgply6ept

instagram: dakwah.vidgram
facebook: dakwah.vidgram
twitter:… https://t.co/mppuem3hvo",dakwah_vidgram
462,@pemikir5 banser ini sudah ngawur jalan nya..bukan melindungi para pendakwah malah melarang..sebanar mau nya apa.? bikin keributan terus..semoga allah melindungi para ulama yang istikomah.,hasa78165661
463,"meskipun dihadapkan pada perilaku yang provokatif,banser tetap mengedepankan akhlaq dalam menyelesaikannya. bravo banser https://t.co/wcoqkrs23x",GhofurLuqman
464,"@widassatyo percuma mas, imam al ghazali dianggap sesat juga kok......terutama karena tasawuf-nya jadi memang ajaran ""ustadz""nya memang gitu....",mufmul
465,"@tofagarislurus setau sy sasaran dakwah beliau pada ranah yg blm bs disentuh oleh dakwahnya banser/anshor, atau bahkan induknya, nu. misal anak2 punk dan alay. harusnya gak ada irisan sm skali. jd kesalahan beliau mungkin karena beliau beda dan gak nyebong.",Drifter14932869
466,@kafiradikal ini cuma masalah gegayaan para elit/petinggi dr kelompok yg bubarin pengajian ustadz hanan,lilie_71
467,@ustadtengkuzul alhamdulillaah ustadz,Aghaniaga
468,"@inisifani kalau banser tidak minta maaf atas pengusiran ust hanan attaki ditegal..

yang di khawatirkan ribuan genk motor bandung yg sudah jd jamaah hijrah ust hanan attaki akan menyerang markas2 banser dijawa barat...",IArfun
469,"karena diprotes gp anshor, pengajian ustadz hanan attaki batal https://t.co/vicvyeuzq1 https://t.co/2mf59jwdsm",DakwahTangerang
470,@gagaknew @ansordki @banser_cybernu @noeruzzaman @bareskrimpolri @divhumas_polri playing victim sering dilakukan kaum wahabi salafi takfiri ketika posisinya terdesak. kadang kala dilakukan drama seolah2 jatuh korban jiwa dan menuduh pihak lawan berbuat dzolim,heryprisma
471,"ustadz felix dan ustadz hanan attaki diusir.

abu janda malah dijadiin teman.

cukup jelas kan? 🤭🤭🤭",Firman_Arief_
472,"katanya ustadz #hananattaki provokatif, emang provokatif sih buat ngajak remaja² kembali taat kepada allah.",rikanll
473,"""kita ini irit di sound (system), tapi boros di kubah, menara, cat mesjid""

-hanan attaki-",andrnroni
474,"@gagaknew @ansordki @banser_cybernu @noeruzzaman @bareskrimpolri @divhumas_polri halah hanan attaki playing victim, buktinya masih ngisi materi acara.
https://t.co/herlmq3i0e",heryprisma
475,"keren ini...
banser toraja.....
berkah usaha kopinya sahabat https://t.co/onoszawqa1",AfifFuadS
476,"@ncenkkurnia @pemikir5 banser di jawa mana aza...
sama semua kelakuannya...
sikat aza dulu yg terdekat...
yang jauh menyusul...",Fikrison1
477,"@si_ulpeh @peniupkecapi maunya klo ada kajian gitu diadain jg orgen.jd klo banser dateng arahin aja langsung ke orgen.jd yg kajian biar terus kajian.
banser ini jgn dilawan,soalnya mereka paling bener,paling pancasila,dan paling melestarikan budaya khususnya sawer biduan🤭",Pegasusseiya5
478,"@bengky_aja @detikcom @banser_cybernu @gpansor_satu buka link nya sendiri ya...
maaf saya tdk bmaksud menyudutkan,tp adil lah plgi sesama muslim. https://t.co/lhzqvjg7k8",yuen_gz
479,"@brewoknyasiwon iya, dan kok aku gak yakin dia ustad beneran. kalau ustadz kok ya etika di depan kamera bgitu, yaaa meskipun itu emang mahramnya, tapi kan tetap kurang baik didepan kamera yg mau dipublikasikan begitu.",moumousj_
480,"apaan sih gepe anshor...

https://t.co/fs0a7w9nsp",abbas_alharik
481,@ompu_yrn ada apa sii rame2 hanan attaki,arrsyd__
482,@ibnu123123 @rozikinmshobrie @pemikir5 @sayektisri280 aceh memang menolak wahabi.. gak usah nyalahin banser 😁,interisti2001
483,"@dahnilanzar biarkan aja ustadz riziq di negri arab, tak perlu balik ke indonesia, lebih baik.  insyaallah negri ini akan lebih indah, ramah, lepas dari kebencian..
#islamituindah",KoruptorDor
484,"@devymanalu2 @dgmattorang @ustadtengkuzul suka2 ustadz tengku juga dong, dia mau tweet apa aja. kok lo yang kepanasan, perempuan julid.",arp_denny
485,"@ekowboy2 karena ustadz ha..ga pake organ tunggal
jadi banceb ga bisa saweran...",noordody1
486,"@ustadtengkuzul saya bandingkan isi tweet anda dgn ustadz yg lain kok beda jauh yaaahhh.yg lain serasa saya lebih adem,membimbing bukan menghujjah.",Dzoel95948078
487,"@dionysopes @aminsiregar75 disini kan ustadz nya lgi bahas kpop, sampeyan ngomong fanatik agama .. point nya ya ketika fanatik agama aja gaboleh apalagi fanatik kpop😂
udah gtu aja",ramdaniahmad36
488,"@ustadtengkuzul mantap pak ustadz jangan kasih kendor👍saya yakin para cebong pasti kepanasan, karena gak ada otaknya utk mikir apalagi utk ngaji🤣🤣",FathulKarim12
489,@adoorejimin iya pak ustadz.. sya tau mereka bkn orang islam dan bahkan bnyk dari mereka gk beragama. halal haram bukan anda yg menentukan pak ustadz. perkara iman dan tdk itu urusan individu. lalu apakah cinta allah dan rasul harus diumbar-umbar? biarkan keimanan sya jd urusan sya pak.,pabofans
490,"kang @noeruzzaman nitip pesen, tong nyampe banser jawa barat mh jiga banser nu d jawa tengah.",huzprince90
491,"mahabaik ustadz, subhanallah https://t.co/vqxvb52khh",asyarifudinj
492,@achyatahmad emang zaman udah kebalik-bolak ustadz. heu,AkangHarits
493,@pemikir5 hadehh ormas islam kok sibuk usir ustadz.  persaingan kah??,YahyaSyami
494,@bngpy ampun ustadz,madHink
495,"@prirabbanireal @tafaqquhonline semua kebaikan yg ustadz harapkan mudah2an qobul, amiiin...",TholekG
496,"sebentar, bukannya kasus ini udah selsai ya. ustadz hanan attaki pun sudah meminta maaf soal ini di akun instagramnya. kenapa masih diributin soal ini? astaghfirullah 😭😭 https://t.co/ibw7koru70",nrl_hikmah24
497,@hilmi28 yg aman mungkin yg tanpa tanpa ustadz.. alias sak karepe dewe. ciri liberal kaffah,KabarBurung14
498,@gagaknew @noeruzzaman @amrudinnejad_ @ansordki @banser_cybernu @divhumas_polri koq maen tantang tantangan gini ya ?.....inikah budaya kita ? dan.... yg lbh memprihatinkan kita sama2 mengaku islam....pantaskah disebut islam ?....tdk ada yg lebih hebat dr allah swt....jgn pada sombong.,SonnyPopay
499,"hanan attaqi emang sangat banyak kekurangan. . 
menurut gue dia lebih cocok jadi motivator bukan seorang ustadz. .
.
.
tapi yaa gak musti dibubarin juga. .
harusnya dikasi arahan dibimbing kan katanya islam ramah bukan islam marah 😊",rifkiyamani
500,@yanuarsurya @ustadtengkuzul @ekki_w ora nyambung dgn twit pak ustadz..,AmiruddinMusaAM
501,@ustadtengkuzul sejak muncul orang pada ngaku ustadz macam sampean padahal tidak paham agama,MAwan57744227
502,"@ustadtengkuzul bukan nya tidak percaya al qur'an tapi tidak percaya pada orang-orang yg mulutnya asal njeplak, ngaku ustadz lagi",MAwan57744227
503,#maritanyaustadzsuratumarbinkhattabuntuksahabatnya bersama ustadz abi syarif thoibin,lanugraha976fm
504,"@ustadtengkuzul apa yg dikatakan ustadz sangat benar &amp; kalo dipikir pake otak masuk akal, tapi yg gak punya otak pasti nyinyir..🤭🤭",FathulKarim12
505,"@generasi_mudanu @cholilnafis tolong bilangin para banser tad, stop halang2i penceramah muslim berdakwah di masjid.",syulillah
506,"@kumparan beginikah islam nusantara, 
mana para pembela banser??",Erik56563849
507,"👧habis darimana?
🙍pengajian hanan attaki
👧oh biar bisa nikah muda ya.

dipikir pikir w jahat jg tp asli reflek :(",samayatrbh
508,"banser drpd ngabubar2 ken nu ngaji, mending bubarken hubungan mantan jeng kabogohna nu ayena~",akasheafy
509,"dulu, pengen jadi anggota banser. kayaknya keren gitu pake baju loreng. itu dulu lho. hahaha",sakti24
510,"yuk join bersama bisnis ustadz yusuf mansur(paytren), silahkan cek bio #pokoknyapaytreninaja  ##sukses #bisnis #bersama #paytren #indonesia",Unbelieveteam
511,"@mohmahfudmd atas dasar apa banser membubarkan majlis??/
padahal rasulullah menyuruh kita untuk singgah di tempat yg ad kajian ilmunya . 
lah trus knpa banser membubarkan punya otak di pake !!",zakyhadd
512,"ustadz ini borong miras dan tumpahkan depan warung, penuh pujian warganet
https://t.co/nbq5xkzbax",Dreamcoid
513,"@nahdlatululama assalamu'alaikum mimin yg baik hati, tolonglah mintakan pendapat habib lutfi ttg banser yg batalin pengajian ust. hanan di tegal",Audyvie
514,"@budimandjatmiko membangun infrastruktur itu harus elegan,tidak mensusahkan rakyatnya, tdk dgn ngutang duit segunung. dampaknya kita rasakan skrg. apa² naik
ulama itu harus di dekati,jgn dmusuhi. celakalah bagi pemimpin yg mendzolimi para ulama,ustadz",AboeyDe
515,"@annalee01901711 @ustadtengkuzul masalahnya ustadz gak nunjuk org,tpi gerakan pki itu ada,nah kenapa setiap mmbahas pki,orang orang macam anda dn geng 01 selalu mencak mencak,kalo merasa bukan pki knpa marah,santai saja,brati bkn kpd saya tpi org pki atau simpatisan pki",yogascitra83
516,@ustadtengkuzul narasinya luar biasa sebagai seorang yg katanya ustadz...,Azrielwahyudi3
517,"kenapa gaya mereka mirip komunis? diprotes gp ansor, pengajian ustadz hanan attaki di tegal dibatalkan https://t.co/k56mhgfiky",bintangku206
518,bahkan ustadz firanda pun tidak mengingkari adanya bid'ah hasanah https://t.co/fvg3tdmpfk,Yudi_Andela
519,"@pemikir5 banser n ansor skrg jd organisasi alat pki utk memecah belah umat islam, pki memang ingin mengancurkan islam dr dalam,makanya dicarilah org2 munafik yg bs dibayar pake uang...",syarief2308
520,"menjadi wanita surga | ustadz dr. firanda andirja, lc., m.a. https://t.co/zxdjgpldtr  

https://t.co/paormercfu",_n_1_7_
521,@ncenkkurnia @pemikir5 banser tegal ke jawa barat coba sekali kali.,Refus3Resist
522,"gus yai @gusmusgusmu 😭
 https://t.co/i6xhnkjeqb",Wiryaredja
523,@hilmi28 ustadz.  mereka tidak peduli ustadz yg mereka persekusi itu lembut atau galak yg penting klo ustadz tsb sdh masuk kategori radikal menurut mereka.,HalifFillah
524,"@ustadtengkuzul woy pki

marahin tuh pak @ustadtengkuzul 

dari kemarin pak ustadz nyindir kalian mulu

😂😂😂",emyr_za
525,"@hilmi28 banser nu bagian dr saudara kita muslim, terus menolak kedatangan saudara kita unk ngasih ceramah unk saudara2 kita juga..yg salah siapa dro?",DRahmateuy
526,"pokoknya kaum wahabi, radikal, salafi, ht dan gerombolan garis keras, akan mencari segala upaya untuk menyerang &amp; mebenci gp ansor - banser

#banser 
#gpansor",ShintiaNanda
527,"@mas__piyuuu saya yakin jikalau hadratusy syaikh masih hidup, yakin itu banser yg kena seprot...",BlantikAngin
528,"mungkin bukan cuma gue, yg ga pernah dengerin ceramah bro hanan attaki jd penasaran dan malah asik dlm tausiyahnya bro hanan.

inilah rahasia allah dlm dakwah. walisongo dl juga dimusuhi kok, woles aja. namanya juga usaha.",hajibotol
529,sebenarnya banser ini siapa ya ? setiap ada pengajian kok di halangi... https://t.co/srkv0i25a1,PurnomoHeru4
530,@pemikir5 banser jangan sok sokan..,fauzi197977
531,@rasmanduri itu ustadz ta preman se,asdNurul
532,"@mas__piyuuu nu (kultural) seolah kehilangan ulama kharismatik,
ketika nu (struktural) dipenuhi 'ulama' mabuk politik yg berebut posisi secara sistemik

saat nahdliyin dipermainkan syahwat politik petinggi nu,
banser pun bergeser jadi banserap,
dan ansor  pelahan dibikin ancoor

#savenu",NU_rhs
533,@wasitgoblog12 @devinrmd @vikingcimahifc panginten urang bandung mah langkung pinter milahara persatuan. teu pajeng diprovokasi banser. sarae manah.,riawib
534,"tabligh akbar pekan ini! 

insyaallah bersama :
ustadz khalid basalamah hafizhahullah

dengan tema :
ubadah bin shamit ' رضي الله عنه
""lelaki yang berkekuatan seribu laki-laki”

insya allah dilaksanakan pada :
hari… https://t.co/rvvcms9dwa",ustadzkhalid
535,"pengajian di tegal dibubarkan banser, begini penjelasan ustadz hanan attaki https://t.co/jpvntd31uf via @muslimobsession",muslimobsession
536,@affanalm @tholhah99 mohon bimbingannya ustadz affan,rizashihabuddin
537,"@luthfimochlatif amin amin... semoga kita yang kemarin ikut di tegal dapet berkahnya, dan buat ust. hanan attaki juga berlapang dada, insya allah di dapat balasan yang setimpal.. amin amin.. 🙏🙏",tinggi_162cm
538,"pengajian batal karena diprotes gp ansor, ustadz hanan attaki ajak jamaahnya baca surat arrahman https://t.co/cu4xpvzlbr",Umm1y
539,"@ustadtengkuzul 3 macam ustadz di era digital yg layak/tidak layak diikuti :
1. ustadz sosmed, krn modal publik speaking yg bagus + fisik yang menarik.
2. ustadz politik, dakwahnya bermuatan kampanye dg menyudutkan pihak lain.
3. ustadz krn ilmu &amp; keteladanannya, drnya lahir dawuh bawa kesejukan",WwdSantoso
540,"bahagia itu tidak sulit

by ustadz hanan attaki 

#muhasabahdiri 🤗 https://t.co/58y57zvxbl",KikiNmaKecilku
541,"banser selalu melakukan tindakan yang ramah
#hananattakiplayingvictim https://t.co/nqzkvsmxwi",Setiawanhebat
542,@jek___ subahnallah. pagi yg syahdu dr al ustadz al mukarram,sayurkoy
543,mungkin mereka sukanya sama ustadz abu janda al bolywoodi https://t.co/vj6uxmbg7g,mciskandar
544,@stevaniehuangg wkwkwkk smp ntar pn kgk ada yg brani banser mh😂😂😂,ANura27666053
545,"@ustadzkhalid assalamualaikum warahmatullahi wabarakatuh selamat siang ustadz, istri saya suka mendengar ceramah ustadz apalagi pas waktu hamil hampir setiap saat selalu mendengarkan ceramah,  pas waktu melahirkan dia beri nama anak kami dengan nama m. hanif al-khalid diambil dr nama ustad",Bardi60977768
546,@salmaranimars baiknya tim manajemen ust.hanan attaki gencar menyebarkan latar belakang pendidikan ybs sama topik2 yg sering dibahas guna mengurangi potensi penolakan. tak kenal maka sayang..,andi_albian
547,"lgbt kudu dihormati, pengajian dibubarkan, ustadz somad, felix, dkk dianggap radikal dan musuh nkri.
dasar gp ancooor, kakean mangan micin. https://t.co/gwmlexl2np",DewiKhadizah
548,para ustadz ini pernah bernasib sama. pengajian atau kedatangannya ditolak oleh sekelompok orang yang tidak siap untuk berbeda. https://t.co/cewdwlh990,elyardi78
549,"selamat pagi ustad.
kalau punya uang terus dipakai buat ikut tur ke eropa, dibuat beli rumah, dibuat beli mobil baru. apa boleh ustadz?
ya bolehlah, kenapa tidak? jangan jangan anda anti kemapanan. akan miskin terus otak anda.
#renungan #benarsalah",My3Lighthouses
550,@kharikmthamar jadi keinget sesuatu kalo bahas ustadz,SyafiulUmmam
551,"@stevaniehuangg cc in ke banser jaman now...., 😝😝",amarghubi
552,"banser menolak hanan attaki krn mengatakan nabi musa itu premannya para nabi, bagus 👍anehnya ketika ada yg mengatakan al qur'an adalah kitab suci yg paling porno, lalu ada yg ingin melegalkan pernikahan sejenis justru dibela
#dramatwitter

#publisherstory https://t.co/tfgenebid2",QIILrFx6RZ2ZhcD
553,"@rie_sang banser radikal bin intoleran karena dia benar2 radikal menyerang sdranya sendiri, bermental inlander, mau jd kacung demi segelintir rupiah, paling kenceng berkoar dg dalih cinta nkri, cinta yg diucapkan itu palsu jum...!",RistianiWidani2
554,@delf_piliang @joriky jangan anggap remeh banser... https://t.co/pbgzze0ni2,pakWali_
555,"ustadz lulusan al azhar cairo

pengajian batal karena diprotes gp ansor, ustadz hanan attaki 

https://t.co/oxhmegdlpl",atunnurchayani
556,@zaki_elqattamy terima kasih banyak pa ustadz 🙏🙏,HanaNuraini07
557,"@uyokback mereka yg mengusir ustadz hanan attaki mgkn golongan orang2 jahil &amp;
 imam syafi’i berkata :
“aku mampu berhujah dengan 10 orang yang berilmu, tapi aku pasti kalah dengan seorang yang jahil, karena orang yang jahil itu tidak pernah faham landasan ilmu”",lilie_71
558,@intanratuaja12 banser sama gp ansor ke mana tuuhh...???,khodim_ummat92
559,"@ustadtengkuzul bedanya ustadz sama ngustadz, kalau ustadz itu kata2nya bijak kalau ngustadz kepalanya doang yang dibungkus tapi bacotnya liar kemana man",Gumi54131395
560,@pemikir5 perangkan saja biar ramai biar banser dibumi hanguskan ku geng motor,Ex23038856
561,@alfanny1926 @rizamsyafiq @afiffuads @adtaufiq @ahlulqohwah @kirekswasta @arifsholihan_ @edygypsum @gpansorsurabaya @amrudinnejad_ @gpansor_satu @noeruzzaman bravo banser! cuma banser ansor yang bisa diandalkan di negeri ini!! 👍👍👍✊✊✊,richardodhstio
562,@rozikinmshobrie @pemikir5 @sayektisri280 banser iri karna kiayi nu sdh mulai jarang diundang ceramah,Febri87200700
563,"coba yuukk adaain di madura.. se berapa be rani banser di sana???? 
atau cuma jagoan kampung?? https://t.co/xkevoztd7j",rie_sang
564,"@riyowidianto1 ustadz main skateboard bareng pemuda, jd imamnya pemudah sholat malam, mengarahkan pemuda agar kembali ke jalan allah... mau dikaitkan ke hatei tapi bingung dr arah mana, apalagi ngisis ga tampangnya banged.",RhoseBlack
565,@dstoickov @ustadtengkuzul hahaaaaa mna bisa jwab ustadz abal abal,YusmiZon
566,"@rarararaka_ banser ansor ka yg di bubarin
.",AdjieFaisa
567,banser radikal.. atau banser intoleran mana yang pas? https://t.co/zdbzhmimv8,rie_sang
568,yuk join bersama bisnis ustadz yusuf mansur(paytren) dg klik web ini http://leadersuksesvsi.c ##sukses #bisnis #bersama #paytren #indonesia,Unbelieveteam
569,@kumparan mungkin ustadz hanan attaki lupa membawa nasi bungkus untuk di bagikan ke banser😂,amadramadan91
570,"@mcaops semoga allah memberikan kesabaran kepad uztd hanan attaki, yang mengeluarkan surat keberatan semoga allah buka hidayahnya....",DavidCh90411833
571,tau ust. hanan attaki ? pengajiannya di bubarkan di tegal. coba tebak siapa pelakunya ? @humastegalkab,dwieabdullah
572,@salima252 anehnya polisi ngikut aja maunya banser.,Heny47742570
573,"@salima252 @amanskid kyk nya percuma kle kita buat petisi gk ngefek pasti sama mereka mbak, secara petinggi2 mereka dekat dengan pemerintah.
mending kita rapatkan barisan aja, kita jaga setiap ustadz dan guru kita yang mau berceramah.",Andreyunas1
574,@mhrnlm dinegeri ini ustadz kalau bukan nu minggiir...,Go3na1
575,"@umam_elchoiru hi the unroll you asked for: thread by @rizamsyafiq: ""playing victim -a theread- yang dilakukan pc gp ansor tegal itu protes bukan membubarkan, hanan attaki jadi datang, &amp;amp […]"" #hananattakiplayingvictim #hananattakiplayvictim https://t.co/klpxockzmb
enjoy :) 🤖",threadreaderapp
576,"yang lain lu jagain, ini pengajian dibubarin. toleransi salah kaprah!! 

ustadz yang lewat pendekatannya mampu merubah ribuan pemuda tukang mabok jadi gemar ke mesjid, yang bikin masjid makmur penuh sesak ga kalah sama konser2 musik.

jadi nu kumaha nu meunang teh atuh??",wildansandhi
577,"yang gak menerima kedatangan ustadz hanan attaqi itu kenapa sih? alasannya apa? 😂
penasaran aku, padahal setahuku gak ada yang nyeleweng pembahasannya beliau",blogsadli
578,@ustadtengkuzul mantab ustadz zulkarnain.. teruslah berjuang kami bersama mu,Wisnj4
579,"ingatlah bagaimana ulama sepuh ustadz abb saja diberi harapan palsu akan dibebaskan, tp hanya hitungan hari sudah di ingkari.. #menolaklupa

siapa sesungguhnya yg terroris, radikal ? https://t.co/rhgihvhvo8",CheryNahla_
580,"@mantriss ga perlu mengikuti hanan attaki,
mbo ya mas kalau ada kuasa coba lihat dan briefing ulang tu anggota ansor.",nandang_budiman
581,@mardanialisera tp tdk untuk banser,ediemusiran
582,"@pemikir5 oh di bandung jg ara banser? selama gue d bandung gada kabar samsek, ini ormas ngadain pengajian atau kegiatan amal. kerja mereka ngapain? menjilat?",MRAbdullah_13
583,"@mohmahfudmd tolong dong prof,sampaikan ke semua banser yg ada di indonesia, jangan suka membubarkan pengajian jika tak bisa berdiskusi dengan ilmu..jangan semakin membuat keruh suasana rekonsiliasi yg akan di bangun..apa ini juga termasuk tugas bpip prof..",Fajridinzen1
584,gp ansor bubarin aja sih https://t.co/gqktonbfdx,welyh2o
585,"@ustadtengkuzul pak naen, bapak ini gak ada kerjaan lain selain nge-tweet ya? hehe mendingan ngasih tausiah yang bermanfaat pak daripada nyinyir dengan bahasa yg ga pantas dilontarkan seorang ustadz, eh maap lupa anda bukan ustadz...",vanijacobs
586,"sedih. ditolak gp ansor, acara sharing time ustadz hanan attaki di kota tegal bubar, ini kata polisi https://t.co/zirgo2echo via @banjarmasinpost",achedy
587,"“jangan lihat jenggot dan cadarnya, namun perhatikanlah aqidah dan manhajnya.” (al ustadz yazid bin abdul qadir jawas hafizhahullah) https://t.co/nlnlsi7skt",HarcoGemeli
588,"kalau banser tdk minta maaf atas pengusiran ust hanan attaki ditegal..

yg ditakutkan ribuan genk motor bandung yg sudah jd jamaah hijrah ust hanan attaki akan menyerang markas2 banser dijawa barat..

ini serius bukan guyonan..",Dudiana14
589,"@ranupsprosandi @divhumas_polri coba kalian gp ansor berani ngak protes dan hentikan pengajian ustadz hanan attaki di bandung dan tempat di jawa barat lainnya ??? 🐸🔨

#85jutarakyattolakjokowi
#85jutarakyattolakjokowi",dyangwidjaya02
590,@ustadtengkuzul inilah gerombolan sebelah dngan pola fikir dangkal trmasuk yg mengaku ustadz monggo dul di jawab https://t.co/bzu9fckvi7,YusmiZon
591,@saktilazuardi emang sang ustadz sdh ceramah,RizqiNindi
592,"@ach_subakri nama: banser 
hobbi :-dangdutan
             -bubarin pengajian",Khoiril28408312
593,@jamansulit @alima_dua tinggal nungguh pelantikannya ustadz....jazakallah ustadz khalid basalamah,ArieSyakira
594,@kasehsaulmouk @pemikir5 ini bukan banser https://t.co/weoshz242q,interisti2001
595,"ini gp ansor atau zionis?

ditolak gp ansor, acara sharing time ustaz hanan attaki di kota tegal bubar, ini kata polisi https://t.co/mjhvaatc7d",munirsara_ntt
596,@nugarislucu @sutopo_pn banser juga menjadi saksi kalo pak @sutopo_pn adalah orang baik yang menebarkan manfaat bagi umat banyak #ripsutopopn https://t.co/wwk1qtcblt,rizamsyafiq
597,@astrienova_ @kumparan @gpansor_satu buktinya hanya bubarkan ustad pengajian. pernah ga dengar banser bubaran dangdutan koplo,Kapamenan6
598,"@zaki_elqattamy bagaimana kedudukan ridlo &amp; ikhlash, apa sejajar ustadz?",ichsanu02260819
599,@mantriss apakah syarat sah keislaman seseorang adalah harus menjadi anggota banser?,JUndersky
600,"ketika seorang sayyid yang jatuh cinta terhadap nu dan banser

oleh: kh. zimam hanifunnusuk (gus nif) https://t.co/l6l7dlfbho",Generasi_MudaNU
601,syiah berkedok anshor https://t.co/gqwqsy20wy,mciskandar
602,"samaa doang bambangggg 😐
ndak ada ust nya, 
gimana kajiannya mau jalan. 

ni polisi bhineka makin menjadi-jadi, 
ust. harus ada stempel halal dri mereka. 

sekelas ust. hanan attaki yg kajiannnya sejuk aja di persekusi.

ngadapi kajian pake otot bukan pakai otak. 

hlhkntl. https://t.co/m9r2dujjjn",raka_NaT
603,"@ustadtengkuzul @iswandi22775604 masyaallah allahuakhbar guru kami..
jangan pedulikan iblis² kecebong..
gaz trus ustadz.. jangan kasih kendor..
yg benci dan dungu dengan dakwah islam memang ada..
tapi yang mencintai dakwah islam sangat lebih banyak..😊😊😊",OlisKhalifah1
604,keistimewaan mempelajari sirah nabi | ustadz fadly gugul https://t.co/ibouudrbxv via @youtube,iMasjidPonorogo
605,"setau saya hanan attaki saat ini tengah berguru ke habib muhammad bin anies bin-syihab, 

lebih baik tabayyun aja dulu kalo misal ybs salafi yg suka bid'ahin orang atau bukan",Hussen_Alattos
606,"nantikan kehadiran kami di seluruh kota-kota di indonesia dalam event sosialisasi pebisnis treni (spt), treni business training (tbt), orientasi pebisnis treni (opt), motivation night, dan vision day.

bersama ustadz… https://t.co/ir9cqlfqh7",JokoSurash
607,"@ustadtengkuzul biar aja mereka lakukan apa dl pak ustadz, nti.kalau kemarahan umat sdh tak terbendung, sekejap lengser mereka...",FerryPAdhitama
608,"@kumparan kalau banser tdk minta maaf atas pengusiran ust hanan attaki ditegal..

yg ditakutkan ribuan genk motor bandung yg sudah jd jamaah hijrah ust hanan attaki akan menyerang markas2 banser dijawa barat..

ini serius bukan guyonan..",nayza1212
609,banser yg jaya.. https://t.co/mjqjsrzxpl,ach_subakri
610,"@pemikir5 kasih pembalajaran &amp; suruh buktikan yg mana dr ust hanan attaki yg dibilang radikal. pake tantangan, misalnya ceburin ke kolam lg kalo ga bisa buktikan...",manuskele
611,@arisnawan82 banser itu agamanya apa?,kalireso017
612,@hilmi28 @freeman20192 jawabannya adalah ustadz yg kyk abu janda ...😂😂,SyaAhadi
613,@rayaray71572833 @rozikinmshobrie @pemikir5 @sayektisri280 pengikut banser?,rnaldardi
614,@beungeutcloth @bobotohbanser perasaan semalem bukan bobotoh banser deh unamenya :(,hellintang
615,@pemikir5 @ldfatho sy dukung...biar ga makin songong tu banser,Lindaaufar1
